full_name,has_readme,readme_size,has_ci,has_tests
areed1192/sigma_coding_youtube,True,6118.0,False,False
red-data-tools/pycall.rb,True,11018.0,True,False
rashakil-ds/Roadmap-Docs,True,2656.0,False,False
qri-io/qri,True,11855.0,False,False
dataquestio/project-walkthroughs,True,1458.0,False,False
novak-99/MLPP,True,7894.0,False,False
alishobeiri/thread-notebook,True,3470.0,False,False
caserec/Datasets-for-Recommender-Systems,True,5752.0,False,False
fraunhoferportugal/tsfel,True,8520.0,True,True
ropensci/targets,True,10522.0,True,True
rhiever/datacleaner,True,7968.0,False,False
mlr-org/mlr3,True,12065.0,True,True
maxpumperla/deep_learning_and_the_game_of_go,True,5654.0,False,False
dssg/hitchhikers-guide,True,11993.0,True,False
google/lightweight_mmm,True,18188.0,True,False
Kotlin/dataframe,True,14052.0,True,False
dataprofessor/code,True,944.0,False,False
pixiedust/pixiedust,True,8637.0,False,True
tirthajyoti/Stats-Maths-with-Python,True,3171.0,False,False
janpfeifer/gonb,True,12402.0,True,False
Devinterview-io/llms-interview-questions,True,67814.0,False,False
opengeos/streamlit-geospatial,True,692.0,False,False
mrankitgupta/Data-Analyst-Roadmap,True,27739.0,False,False
DrWaleedAYousef/Teaching,True,1362.0,False,False
firmai/data-science-career,True,53070.0,False,False
tidyverse/datascience-box,True,2283.0,True,False
dswah/pyGAM,True,7802.0,True,False
JosephLai241/URS,True,9745.0,True,True
graspologic-org/graspologic,True,4229.0,True,True
NannyML/The-Little-Book-of-ML-Metrics,True,3397.0,True,False
chiphuyen/just-pandas-things,True,762.0,False,False
sematic-ai/sematic,True,6680.0,True,False
Mybridge/machine-learning-open-source,True,3580.0,False,False
process-intelligence-solutions/pm4py,True,3862.0,True,True
webartifex/intro-to-python,True,10986.0,False,False
grailbio/reflow,True,37556.0,False,False
analyticalrohit/AI-ML-Cheatsheets,True,3637.0,False,False
bansalkanav/Ultimate-Data-Science-Toolkit---From-Python-Basics-to-GenerativeAI,True,19955.0,False,False
